[Difficulty]
HPDrainRate:5
CircleSize:4
OverallDifficulty:9
ApproachRate:9.6
SliderMultiplier:1.8
SliderTickRate:1

[Events]
//Background and Video events
0,0,"BG.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
-991,348.837209302326,4,2,0,60,1,0
404,-100,4,2,1,60,0,0
753,-58.8235294117647,4,2,1,60,0,0
1450,-133.333333333333,4,2,1,60,0,0
2846,-1000,4,2,1,60,0,0
3107,-1000,4,2,1,5,0,0
3195,-66.6666666666667,4,2,2,70,0,0
3369,-66.6666666666667,4,2,3,70,0,0
3456,-66.6666666666667,4,2,1,70,0,0
3543,-66.6666666666667,4,2,4,70,0,0
3718,-66.6666666666667,4,2,3,70,0,0
3805,-66.6666666666667,4,2,1,70,0,0
3892,-66.6666666666667,4,2,4,70,0,0
4067,-66.6666666666667,4,2,3,70,0,0
4154,-66.6666666666667,4,2,1,70,0,0
4241,-133.333333333333,4,2,4,70,0,0
4415,-133.333333333333,4,2,3,70,0,0
4590,-66.6666666666667,4,2,4,70,0,0
4764,-66.6666666666667,4,2,3,70,0,0
4852,-66.6666666666667,4,2,1,70,0,0
4939,-133.333333333333,4,2,4,70,0,0
5113,-133.333333333333,4,2,3,70,0,0
5288,-133.333333333333,4,2,4,70,0,0
5462,-133.333333333333,4,2,5,70,0,0
5636,-133.333333333333,4,2,2,70,0,0
5811,-133.333333333333,4,2,5,70,0,0
5985,-66.6666666666667,4,2,4,70,0,0
6160,-66.6666666666667,4,2,3,70,0,0
6247,-66.6666666666667,4,2,1,70,0,0
6334,-66.6666666666667,4,2,4,70,0,0
6509,-66.6666666666667,4,2,3,70,0,0
6596,-66.6666666666667,4,2,1,70,0,0
6683,-66.6666666666667,4,2,4,70,0,0
6857,-66.6666666666667,4,2,3,70,0,0
6945,-66.6666666666667,4,2,1,70,0,0
7032,-133.333333333333,4,2,4,70,0,0
7206,-133.333333333333,4,2,3,70,0,0
7381,-133.333333333333,4,2,1,70,0,0
7555,-133.333333333333,4,2,4,70,0,0
7729,-133.333333333333,4,2,1,70,0,0
7904,-133.333333333333,4,2,4,70,0,0
7991,-133.333333333333,4,2,1,70,0,0
8253,-133.333333333333,4,2,3,70,0,0
8471,-133.333333333333,4,2,2,70,0,0
8776,-66.6666666666667,4,2,4,70,0,0
8950,-66.6666666666667,4,2,3,70,0,0
9038,-66.6666666666667,4,2,1,70,0,0
9125,-66.6666666666667,4,2,4,70,0,0
9299,-66.6666666666667,4,2,3,70,0,0
9386,-66.6666666666667,4,2,1,70,0,0
9474,-66.6666666666667,4,2,4,70,0,0
9648,-66.6666666666667,4,2,3,70,0,0
9735,-66.6666666666667,4,2,1,70,0,0
9822,-133.333333333333,4,2,4,70,0,0
9997,-133.333333333333,4,2,3,70,0,0
10171,-66.6666666666667,4,2,4,70,0,0
10346,-66.6666666666667,4,2,3,70,0,0
10433,-66.6666666666667,4,2,1,70,0,0
10520,-133.333333333333,4,2,4,70,0,0
10695,-133.333333333333,4,2,3,70,0,0
10869,-133.333333333333,4,2,4,70,0,0
11043,-133.333333333333,4,2,5,70,0,0
11218,-133.333333333333,4,2,2,70,0,0
11392,-133.333333333333,4,2,5,70,0,0
11567,-66.6666666666667,4,2,4,70,0,0
11741,-66.6666666666667,4,2,3,70,0,0
11828,-66.6666666666667,4,2,1,70,0,0
11915,-66.6666666666667,4,2,4,70,0,0
12090,-66.6666666666667,4,2,3,70,0,0
12177,-66.6666666666667,4,2,1,70,0,0
12264,-66.6666666666667,4,2,4,70,0,0
12439,-66.6666666666667,4,2,3,70,0,0
12526,-66.6666666666667,4,2,1,70,0,0
12613,-133.333333333333,4,2,4,70,0,0
12788,-133.333333333333,4,2,3,70,0,0
12962,-133.333333333333,4,2,1,70,0,0
13136,-133.333333333333,4,2,4,70,0,0
13311,-133.333333333333,4,2,1,70,0,0
13485,-133.333333333333,4,2,4,70,0,0
13572,-133.333333333333,4,2,1,70,0,0
13834,-133.333333333333,4,2,3,70,0,0
14009,-133.333333333333,4,2,6,70,0,0
14052,-133.333333333333,4,2,2,70,0,0
14357,-83.3333333333333,4,2,2,60,0,0
16625,-100,4,2,4,60,0,0
16799,-76.9230769230769,4,2,4,60,0,0
17061,-1000,4,2,1,5,0,0
17148,-76.9230769230769,4,2,2,60,0,0
17846,-100,4,2,2,60,0,0
18631,-100,4,2,1,60,0,0
18892,-100,4,2,5,60,0,0
19067,-100,4,2,1,60,0,0
19241,-100,4,2,5,60,0,0
19415,-100,4,2,1,60,0,0
19590,-100,4,2,5,60,0,0
19764,-100,4,2,1,60,0,0
19939,-76.9230769230769,4,2,1,60,0,0
20113,-76.9230769230769,4,2,4,60,0,0
20636,-76.9230769230769,4,2,4,60,0,0
22206,-100,4,2,4,60,0,0
22381,-71.4285714285714,4,2,4,60,0,0
22642,-1000,4,2,1,5,0,0
22729,-71.4285714285714,4,2,2,60,0,0
24212,-71.4285714285714,4,2,1,60,0,0
24474,-71.4285714285714,4,2,5,60,0,0
24648,-71.4285714285714,4,2,1,60,0,0
24822,-71.4285714285714,4,2,5,60,0,0
24997,-71.4285714285714,4,2,1,60,0,0
25171,-71.4285714285714,4,2,5,60,0,0
25346,-71.4285714285714,4,2,1,60,0,0
25520,-71.4285714285714,4,2,1,45,0,0
26567,-20,4,2,1,70,0,0
26915,-20,4,2,1,60,0,0
27090,-20,4,2,4,60,0,0
28660,-133.333333333333,4,2,4,60,0,0
29357,-83.3333333333333,4,2,4,60,0,0
29619,-1000,4,2,1,5,0,0
29706,-133.333333333333,4,2,2,60,0,0
31189,-133.333333333333,4,2,1,60,0,0
31450,-133.333333333333,4,2,5,60,0,0
31625,-133.333333333333,4,2,1,60,0,0
31799,-133.333333333333,4,2,5,60,0,0
31974,-133.333333333333,4,2,1,60,0,0
32148,-133.333333333333,4,2,5,60,0,0
32322,-133.333333333333,4,2,1,60,0,0
32497,-83.3333333333333,4,2,1,60,0,0
32671,-83.3333333333333,4,2,4,60,0,0
33195,-76.9230769230769,4,2,4,60,0,0
33892,-133.333333333333,4,2,4,60,0,0
34939,-83.3333333333333,4,2,4,60,0,0
35200,-1000,4,2,1,5,0,0
35288,-83.3333333333333,4,2,2,60,0,0
35636,-133.333333333333,4,2,2,60,0,0
36770,-133.333333333333,4,2,1,60,0,0
37032,-133.333333333333,4,2,5,60,0,0
37206,-133.333333333333,4,2,1,60,0,0
37381,-133.333333333333,4,2,5,60,0,0
37555,-133.333333333333,4,2,1,60,0,0
37729,-133.333333333333,4,2,5,60,0,0
37904,-133.333333333333,4,2,1,60,0,0
38078,-133.333333333333,4,2,1,45,0,0
39125,-66.6666666666667,4,2,1,70,0,0
39474,-71.4285714285714,4,2,2,65,0,0
39822,-100,4,2,2,65,0,0
40869,-71.4285714285714,4,2,2,65,0,0
41218,-100,4,2,2,65,0,0
42264,-71.4285714285714,4,2,2,65,0,0
42526,-71.4285714285714,4,2,5,65,0,0
42613,-71.4285714285714,4,2,2,65,0,0
42788,-71.4285714285714,4,2,7,65,0,0
42962,-71.4285714285714,4,2,2,65,0,0
43660,-83.3333333333333,4,2,2,65,0,0
44270,-83.3333333333333,4,2,1,65,0,0
44357,-83.3333333333333,4,2,2,65,0,0
44445,-83.3333333333333,4,2,4,65,0,0
44706,-83.3333333333333,4,2,2,65,0,0
45055,-83.3333333333333,4,2,2,55,0,0
45753,-100,4,2,2,55,0,0
46102,-200,4,2,2,55,0,0
46276,-100,4,2,5,55,0,0
46450,-100,4,2,2,55,0,0
47322,-133.333333333333,4,2,2,55,0,0
47671,-133.333333333333,4,2,5,55,0,0
47846,-133.333333333333,4,2,2,55,0,0
48369,-133.333333333333,4,2,5,55,0,0
48543,-133.333333333333,4,2,2,55,0,0
49067,-133.333333333333,4,2,5,55,0,0
49241,-133.333333333333,4,2,2,55,0,0
49415,-133.333333333333,4,2,5,55,0,0
49590,-166.666666666667,4,2,2,55,0,0
49764,-166.666666666667,4,2,5,55,0,0
49939,-333.333333333334,4,2,5,55,0,0
50288,-333.333333333334,4,2,1,55,0,0
50636,-500.000000000003,4,2,1,70,0,0
51072,-1000,4,2,1,5,0,0
51160,-500.000000000003,4,2,1,70,0,0
51334,-50,4,2,1,70,0,0
52729,-100,4,2,1,70,0,0
53078,-200,4,2,1,70,0,0
53427,-66.6666666666667,4,2,1,80,0,1
53602,-50,4,2,1,80,0,1
55171,-100,4,2,1,80,0,1
55695,-25,4,2,1,80,0,1
55869,-33.3333333333333,4,2,1,80,0,1
56131,-1000,4,2,1,5,0,1
56218,-33.3333333333333,4,2,1,80,0,1
56392,-66.6666666666667,4,2,1,80,0,1
56567,-100,4,2,1,80,0,1
56915,-50,4,2,1,80,0,1
57046,-1000,4,2,1,5,0,1
57090,-100,4,2,1,80,0,1
57264,-50,4,2,1,80,0,1
57395,-1000,4,2,1,5,0,1
57439,-100,4,2,1,80,0,1
57962,-55.5555555555556,4,2,1,80,0,1
58311,-55.5555555555556,4,2,6,80,0,1
58398,-55.5555555555556,4,2,1,80,0,1
58834,-100,4,2,1,80,0,1
59706,-50,4,2,1,80,0,1
60753,-100,4,2,1,80,0,1
61276,-25,4,2,1,80,0,1
61450,-33.3333333333333,4,2,1,80,0,1
61712,-1000,4,2,1,5,0,1
61799,-50,4,2,1,80,0,1
61930,-1000,4,2,1,5,0,1
61974,-100,4,2,1,80,0,1
62148,-50,4,2,1,80,0,1
62279,-1000,4,2,1,5,0,1
62322,-100,4,2,1,80,0,1
64590,-100,4,2,1,90,0,1
64939,-50,4,2,1,90,0,1
65811,-333.333333333333,4,2,1,90,0,1
66334,-50,4,2,1,90,0,1
67293,-1000,4,2,1,5,0,1
67381,-50,4,2,8,90,0,1
67468,-50,4,2,1,90,0,1
67555,-66.6666666666667,4,2,1,90,0,1
68253,-100,4,2,1,90,0,1
69125,-55.5555555555556,4,2,1,90,0,1
